label,text
혐오,스스로 움직이는사람들이 2~300만명이 안된다는게 문제인거지...각자의견대로 움직이는건 당연함절대 동원하면안됨이래나저래나 세금내는건 똑같고정치판 밥그릇 싸움하는것도 여전하고각자 본인 생각대로 말하고 행동하면됨같은편 눈치보면서 행동하면 자신의 생각도 중심 잃게됨답답함에 문장도 맞지않는것같고  그냥 주저리주저리  ...
혐오,기래기야왜사냐 선동질에중독되엿구나 에레이염병할
혐오,조국과 문제인이 뭘 잘못했는데?? 이해할 수 없음 언론이 이렇게 만들어 놨다 어쩔겨??
혐오,문재앙은 조국과 함께 깜  빵 으로 보내야 한다
혐오,나라 말아먹을 개독 쓰레기들...토착왜구들....매국 기레기들...
혐오,먼 이런정권이 잏을수가 있지  티비나오는 문제인 면상도보기싫어 틀어버릴 지경이다 나라일 잘하라고 한표던졌더니  국민들을 광화문으로 냉솔고있는  나쁜대통
혐오,기레기들 염병
혐오,ㅈㄱ ㅁㅈㅇ은 대역죄인이다 정의를 수호해야할자들이 나라를 분열시키고 경제안보를 파탄나게하며 다른 경제성장에힘써야할에너지를 전부 제식구감싸기에 나라인력 시간 재산을 모두 탕신하고있다그만 제발 좀 물러가라아니면 훗날 죗값 열배 천배로갚아라
혐오,아이고 문가놈아 니가 연금올리주고 치매치료해주니 영감들이 공짜 지하철탸ㅡ와서 니 뺨 때리잖아. 늙땡이들 버리고 청년들 지원해라
혐오,문재인 탄핵 조국 사형 조국 일가족들 비리 저지른새끼들 다 무기징역
혐오,동원?? 개풀 뜯어먹는 소리 하지마라ㅉㅉ당원들이 온다고 그게 동원이니??당원들은 원래 정치에 관심있는 사람들이라서 일반시민들 보다 더 적극적이다 나라에 일생기면 더 열심히 달려올 사람들이지!동원같은 헛소리 쳐하지말고 인파 속에 섞여 직접 느껴보시던가 거기에 니네들이 말하는 동원이나 알바생들이 어디 있냐! 하나같이 경제 외교 안보 말아먹는 문디의 실책에 화병나고 염증생긴 와중에 비리덩어리 조로남불 좃국으로 말미암아 열받아 나온 국민들이다!!
혐오,늙은이들과 예수쟁이들과 썩은목사놈 정치인들 예수가 그렇게시키더냐 예수는있냐 예수도 정치하냐 예수가 신도들 돈뜯으라구시키더냐 예수가 비렁뱅이냐  목사 정치인 검찰 개혁대상 있지도않는 하느님찾아서 신도들 돈이나뜯어처먹구 사는 목사놈들 목사놈들중에하느님본 놈있으면 나와보라구해바 에라이 쌩양아치 목사놈교회에 세금걷어라 공짜로 돈받아서 세금도 안내는 교회놈들 교회도 세습하는 그런 악질사업주
혐오,민노총 더불어 청와대 유모차부대  달창부대 년 넘 들 눈으로 볼때는 이렇게 많이 모이는게 상상이 안될꺼어 그러니 동원 했다고 하겠찌 나는 태국기도  내 돈으로 사가지고 참가했따 약 오르지
혐오,"호남과 영남 이 둘을 이렇게 만든 이들이 바로 박정희 전두환이다. 철통정권 지켜내려 만든 군사독재였다. 이 두사람 희대의 살인마 살육자들이 자행해온 역사를 지금도 계승하고 추앙하는 인간말종의 자한당 수뇌부와 자한당 지지자들이 판을치고, 나라를 분열시키고 있다. 뒤를이어 이명박은 사대강으로 심각한 환경문제를 야기했고, 나랏돈 수조원을 빼돌렸어도 우매한 자한당 지지자들은 석방하라고 쌩 난리를 쳤었다. 이들이 해온 천인공로할 죄는 감싸고있다. 불리하면 좌빨, 공산당 등, 색갈론 조장하고 억지를 부리고있다."
혐오,자한당 기득권 친일파새끼들에 속아 오신분들 참 안타까울뿐입니다 지금처럼 어려운 시국에 일은 안하고 국론분열시키는 일만 골라하고 앞뒤안맞는 말을 하면서 기존의 기득권 세력들과 합세해서 나라 어지러운 일을 하고있는 저 자한당 새끼들 정말 나쁜놈들이라 표현 하고 싶네요
혐오,이제는 조국퇴진이 아니라 원인을 제공한 문제인 탄핵으로 가야 한다 국민을 이겨먹는 정권에 말로 감방이다...
혐오,대통령이 빨리 결단을 내려야한다..조국을 사퇴시키고 검찰개혁해라..지금까지 흠이 있던 사람들 보면 자진사퇴했다..김학의도 2주도 못하고 자진 사퇴했다..조국은 뻔뻔스럽게도 아직도  버티고 있는줄 모르겠다..끝까지 탈탈 터어야만  내려올 인간인지 모두 다 같이 죽자는건지 모르겠다...자기가 대통령을 생각한다면 사퇴하는게 맞지 않냐..
혐오,위선자들이 판치는 문재앙
혐오,이런게 진짜 국민의 뜻이지~서초동 좌빨 찌그레기들 5만 여의도 200명 하고 너무 심하게 비교되네!
혐오,쓰레기 정권   문재인 하야하라 .젭알 .......
혐오,"조국과 그일가는 범법자에 불과하다 조국이 서열이 대통령보다 높은가? 언제부터 대한민국이 상식도 벗어나고  범법자를 옹호하고  진실을 거짓으로 둔갑시키는가?  이게 나라인가?대통령은 본인이 무엇을 잘못했는지도 모르고?정치하는 사람들은 온갖 자기진영에만  관심이있고  더이상  지켜볼수가없다  자격이  안되는 대통령은 내려오고  범법자를 옹호하는 사람들은 제발 정신좀 차리세요  아이들에게  무엇을 가르치란 말입니까?여기는 북한이 아닙니다  대한민국입니다   김정은과 아베가  얼마나 좋아할까요?나라가 두동강이 난것을,....슬프네요"
혐오,좌빨  깡 패들ㅡ 어거지 그만부려 아무리 떼써봐도 좌빨겡이  니들은  문재인 조국 과 같이  끝없이 추락하고 있다 광화문집회 대승리 축하 합니다
혐오,지랄도 풍년일세
혐오,이게 민심이다 씹것들아 니들 그짝 지역만 모이는 집회랑은 차원이 다르다 알간?? 정치 잘 모르는 사람들도 나라 개판으로 돌아가고 힘든건 잘알아서 참가한 사람들도 많다 북한 빨갱이에게 주는 관심 반만이라도 국민들에게 줬어봐라 이렇게 모였겠냐? 조국도 원칙대로 구속시켜봐라 이렇게 모였겠냐고ㅉㅉ
혐오,진보를 응원한 부산사람입니다자한당이 너무 쓰레기라 비교해보고 응원한거죠근데 지금보니 보수를 응원하는게 아니라 전부 다 개판이네요 누구 없나요? 누구 없을까요?윤석열 그나마 눈에 들어올뿐...누구 없나요?
혐오,재앙이는 여러분들 개돼지로 보지 국민으로 보지 않습니다. 저렇게 고생해봤자 아무 소용 없어요.
혐오,나경원 황교안 이재오 이름을 거런하는이유가 뭘까.  나라를 인걸로 만든 당사자들중에 하나인데. 이중앙일보도 하기가  권력에 편성하고 박근혜대통령 탄핵에 앞장  섰던 쓰레기 언론중에 하나였지 그렇게 좌파 붙어살더니  국민들이 봉기하니 언제 그랬냐는둣이 이젠 쓰래기같은 자한당에 붙어있네
