label,text
혐오,박근혜 탄핵당했고 자유한국당 잘못한거 많다 맞다 인정한다ᆢ 하지만 2019년 범죄자를 옹호하는 놈들은 박근혜 욕할자격도 없고 자유한국당 비난할 자격도 없다ᆢ 지금 범죄자 조국을 탄핵 하고 비상식을 상식으로 바꾸려는 우리가 대한민국 진실한 국민이며 지금 대한민국에 직면한 박근혜보다 더 더러운 문제인과 자유한국당 보다 더 더러운 문주당을 심판한 후에ᆢ 나라를 구한 후에 자유한국당을 심판할것이다ᆢ 문제인은 이러한 국민적 대세에 무릎꿇고 항복하라ᆢ
혐오,이건 더이상조작못하겠지ㅡ문재앙 댓글조작단아!
혐오,문재앙 치매세끼 탄핵 아웃
혐오,기상청이 태풍이 또 온다고 극좌정권이 10월3일날 특히 개천절날 비온다고 며칠 전부터 언플하고 떠들어 됐는데 무능한 극좌정권 노오란 잠바만 입고 열일하는척~부도덕한 덕이 없는⚡개재앙60년만에 태풍이 자주 오는데 그동안 태풍으로 인해 비가 많이 내려서 지반이 약해졌다고 산사태 우려가 있다고 뉴스에서 보도했다 부산 산사태로 인해 생매장 당한 자국민들 과도하게 매몰자33시간 만에 발견 되었는데⚡부패한 기득권층 조쿡비호 비공개 소환 엄호하느라 한눈팔고 특히 그 지역에 일하는 극좌정권 대비하지 않고 왜 피해를 막지 못했냐 노오란 잠바만 입고
혐오,"일반 대선으론 잡을수 없는 정권을 탄핵으로 잡았다. 문죄인이 국민 촛불만으론 내려오지 않을 사람이란걸 알아야한다. 나라를 뒤집고 국민을 분열시키고 죄인의 자리가 흔들리면서까지 왜 죄 많은 조국을  법무부정관 자리에 앉혔겠는가. 절대 툭툭 털고 내려 올 사람이 아니다. 그리고 박근혜, 순실이 문제로 다시 조사해라. 죄있으면 죗값받되 만들어진 죄명도 많을듯하다. 지금의 왕좌를 위해 만든 판 안에서 당했단 생각이 왜 이렇게 드냐.."
혐오,대깨문 달/창/남 알바 혐오 정서 때문에 이젠 대놓고 맘충 욕하는 한남OOO들 많던데 저게 현실이다. 조국 사태도 그렇지만 전체 경제가 내려앉아 체감상 들어오는 돈이 확 줄었는데 여남이 그걸 다르게 느끼겠냐? 상식적으로ㅉㅉ 실제 맘카페들 문재인 조국 비판만 해도 활동중지 당하고 욕 처먹고 눈알 뒤집어진 좌좀 댓글부대의 애꿎은 피해자들이 수두룩함
혐오,문빨갱이가 광회문 자유민주 집회에 대하여 짖어봐라
혐오,국민 여론 무시하면 문재앙 니네도 심판받는다 촛불은 니네 전유물이 아니야
혐오,평범한 서민으로써. 나라  꼴이 걱정되어 광화문에 섰더니 어느새 내가 폭도가 되어 있고 내란 동참자가 되어 있네. 진정 문재앙과 전라도 글고 좌좀들은 광화문에 섰던 국민들을 적으로 본다 이거지..?
혐오,이게 인심 이다. 좌빨들아
혐오,10만왔는데 200만이라고 뻥치는 문죄앙과 괴뢰도당들
혐오,국민을 내란.선동죄로 고발하는 문죄앙과  양아치들
혐오,문제인 정부가 인권과 정의를 논할  자격이 없고 지난  정권에 복수심과 적폐라는 명분으로 자기 합리화를 해가고 있다이념과 분열를 더 조작하는 것 같다
