label,text
혐오,"앞으로 기자 시험에 문해력 청해력 테스트를 더욱더 철저히 해야 할 것 같습니다. 사건의 맥락, 인터뷰이의 발언 의도를 전혀 이해하지 못해요. 사상의 문제인지, 이해력의 문제인지... 차라리 전자의 문제이길 바래야 하나...ㅜㅜ 이런 기사에 휘둘리면 같은 수준으로 오해받습니다."
혐오,유촉새의 알릴레오가 지금 유튜브 딘독1위라고 한다... 하기야 좌익단체들이 몰짱해서 구독버튼 눌러주었겠지... 그런데 재미가 없고 말도 안되는 소리를 계속하다보니 보는 좌익들도 지쳐서 안 보기 시작했고 알릴레오 시즌1은 그렇게 폐자되었다... 그리고 좃국대전에 참전하여 뱀갖은 말로 요리조리 말해보지만 신뢰를 한번 잃은 자의 말은 양치기소년과 같아서 더이상 말에 힘이 실리지 않는다... 그래서 가장 말을 잘하는 자는 진실이 정의의 뿌리가 있을때나 가능한 것이다... 우리는 그를 촉새라고 부른다... 유촉새~ 까불지마라...
혐오,유시민 니가 혹세무민 하는 놈이다. 머리좋은 좌파 사기꾼빨갱이. 나도 속았었다. 그냥 너의 조국 북한으로 가라
혐오,거짓 조작해서 알릴레오! 혹세무민 당정청 조로남불 대변인 같아요
혐오,문제인 지금이야 진보지지층에 의지하지만?진보층 마저 ?돌아설수 있다는 것을 알아야 한다!역대 정권이 처음에는 통합 !정권 중기에는 ?중도층과 야당에 거센 반발!나중에는 여권에서 조차 반발하는 세력이 생긴다는것!문제인이 지금 순서을 따라가고 있음!대선 공약처럼?가족이나 측근에서 더욱 엄중한 기준을 적용했어야 했다!
혐오,요놈이 대표적으로 가짜뉴스 만드는놈이다   알겠냐  문재앙🐕섹키야
혐오,너의 정체를 알려줘서 고맙다   빨갱이 세키 야~~
혐오,배운것이 없고 아는것이 없으니 할줄아는말은 북한에 빨갱이라는 단어뿐이고 사건의 본질도 파악못하고 그저 가짜뉴스나보고 이유도 모르고 조국반대하는 인간들.. 아무리 생각이 다르다지만 뭐가 잘못된건지 정도는 알고 떠들어야하는것 아닌가?
혐오,전라도 빨갱이정권 옹호자의 말도 안되는 궤변과 황당무계한 주장을 보고있노라면 이정권의 몰락이 얼마 안남은 느낌이든다.
혐오,말도안되는 궤변에 황당무계한 발언까지. 전라도 빨갱이정권은 민심도 무시하고 상식밖의 이상한 나라로 국민을 선동하고있다. 만약 이자를 지지하는 국민이있다면 반드시 정신감정을 받아야될 정도로 심각해보인다.
혐오,국민들 초롱하는 빨갱이 유시민~~~
혐오,왜 저런게 활개를 치는지 이해할 수가 없네 빨개이들 그렇게 인물이 없나
혐오,문달창들 중국에서 자금 말리니까 집회도 안한다네. ㅋㅋ 비트코인으로 뻥튀기 먹튀한거 다 떨어졌나보다.
혐오,늙은 빨갱이의 발악 결국 동물원 원숭이 꼴로..
혐오,노무현 묘지기로 만족해라 어디 문재앙 묘지기까지 탐내노 ㅋㅋㅋ
혐오,빨갱이의 이중성이다
혐오,나는 공산당이싫다.... 그담이 유시민 그다음이 문죄인 그 다음이 조국 그담이 바퀴벌레...쥐....
혐오,미친 ᆞ넘    고문기술자 빨갱이가  지ᆞㄹ하네
혐오,정신병자 빨갱이 섹희
혐오,빨갱이촉새는 죠국을 죽여야 차기대선을 노릴수 있다. 집안 싸움이다. 거짓말대왕 문죄인은 둘다 없애버리고 사퇴하라.
혐오,적반하장도 이 정도면 코미디도 아니고 그냥 무개념!!!  뇌가 썩어서....그리고 좌빨!!! 이자 또한 영원한 배신자!!
혐오,🐶🐦끼  더러운놈  저런OOO   좃국이 그렇게 지키고싶냐   창피한줄알아라  국민이보고있다  국민의이름으로 지시한다  조국일가구속하고  문죄인은사죄하라
혐오,저런것들을 지지하는 ㄱ ㅐ.OOO 종자ㅅㄲ들이 빨갱이들..머리는 좀비화가 되서 생각이 없지 . 간첩ㅅㄲ들 다 잡아서 북으로 보내야함..아..전라도로 보내도 되겠네..
