label,text
혐오,좌빨 빨갱이방송 JTBC 는 반성좀해라 없어져야할 언론쓰레기
혐오,조국은 헛수고 목적은 문제인 대통령
혐오,너나 잘하라. 또라이야
혐오,"쥐,닭 씨다바리 왜구간첩당 들은 검찰개혁에 관심도 없었다..!! 패스트트렉도 합의발의해 놓고 맘에안든다고 깽판치는 쓰레기들인데..??  조국도 죄가 밝혀진게 0 인데 거짓말로 사기쳐 죄를 만들어서 계속 여론몰이 하는거 봐라..!!"
혐오,이런놈들을 토착빨갱이라하던데?
혐오,"이런 빨갱이 시끼, 문재앙이가 정은이만 빨아대다가 한게 뭐있냐. 당연히 국민께 석고대죄 해야지."
혐오,박영감   더불당 2중대 하느라  고생  목포눈치보느라 개고생   퉤 퉤 퉤   쓰불  ᆢ노 ᆞ오   옴
혐오,"중국 공안법은 정부의 정책이나 공산당을 비판하면 즉각 체포하는 법안이지만,공수처법은 공안법보다 한발 더 나아가서 체포 및 기소권까지 포함된 악법중의 개악법이다. 아예 국민을 벙어리로 만들겠다는 것이다. 공수처는 무조건 막아야 한다."
혐오,"구치소 휠체어가 눈에 선한 박지원~~ 또다시 휠체어 필요하나? 노망난 인간~~ 명줄도 길어요~~ 쓰레기 박지원이가 언제쩍 박지원이냐? 국민세금 축내는 도둑놈, 징글징글 하다."
혐오,최신순. 한줌좌좀의희망
혐오,역풍 같은 소리하고있네아자씨   니  지역구에   핵대중이  아들이   나간다는데  니도 고마 꺼질때가 됐나보네문재앙  씨  바   새끽 당연히  사과해야지조국과  정경심은 부부일심동체다
혐오,"배신의 아이콘, 홍어 라도 쓰레기"
혐오,도다리새키는 문산당변호 그만하고 집에서 놀아라.
혐오,개눈깔로 보내깐 그래보이겠지 무릅꿀어도  시원찬타  빙신새끼야  문재인이 해놓은게 국민편갈라놓은것말고 머가잇나
혐오,최신순에서 나불대는. 한줌좌좀들. 가소롭네
