label,text
혐오,좌빨 빨갱이방송 JTBC 는 반성좀해라 없어져야할 언론쓰레기
혐오,조국은 헛수고 목적은 문제인 대통령
혐오,이런놈들을 토착빨갱이라하던데?
혐오,"이런 빨갱이 시끼, 문재앙이가 정은이만 빨아대다가 한게 뭐있냐. 당연히 국민께 석고대죄 해야지."
혐오,최신순. 한줌좌좀의희망
혐오,역풍 같은 소리하고있네아자씨   니  지역구에   핵대중이  아들이   나간다는데  니도 고마 꺼질때가 됐나보네문재앙  씨  바   새끽 당연히  사과해야지조국과  정경심은 부부일심동체다
혐오,최신순에서 나불대는. 한줌좌좀들. 가소롭네
혐오,자기당도 아닌데 왜 본인이 쉴드를??다같은 좌빨이라 그른가?
혐오,법치국가에서 재판에 앞서 인민재판으로 국론 분열......기레기와 검찰 자유당이 기획한 인민재판.....사실 확인이 필요한 사항에 대하여 사실인 것처럼 꾸며 인민재판으로 한 가족을 몰살시킨 사건.....대한민국 악의 양대 축은 기레기와 검찰이라고 생각한다.....인민재판을 스스럼 없이 하는 기레기와 검찰 중에 빨갱이가 있을 것같다.....
혐오,문제인 대변인 박지원씨 당연히 사과하는거 맞습니다  그것도 광화문에 얻드려 석고대죄해야합니다
혐오,어쩌다 박지원이 문죄인 똘아니 됐노...  쪽빠림이 없네
혐오,친북 빨개이 문죄인 탄핵 조국  구속  처단 !
혐오,문죄인 얼마 안남았다
혐오,자한당과 조중동이 대역죄인이다  사약을  바가지로 퍼먹여 죽여야  이나라가 산다!
혐오,문재인에 미친 인간들~~~~댓글 답글이 충성이가?ㅋㅋㅋㅋㅋㅋㅋㅋ조국 사퇴하니칸 마음 아프냐 ㅋㅋㅋㅋ 빨갱이들ㅋㅋ
혐오,문재인에 미친 빨갱이들~~~조국 서울대 교수 반대~~~문재인 사위 조사요구~~민주당 국민 앞에 사죄해라~~~
혐오,빨갱이는 절대 사과안해... 문재앙은 대놓고 빨갱이니까 모 곧 노짱 만나러 갈꺼라 모라 말 하기도 불쌍하고 나경원 너는 여시재 잖아. 친중좌파 프락치 너 조원진 돈 받아서 홍석현이란 같이 노는 ㄴ이잖아
