label,text
혐오,가짜뉴스같은 ㅈ같은 소리하고있네.북한 빨갱이같은 생각구조를 가지고있는 새끼들이 많이많다.드루킹만봐도 알수있는걸 구라라고 하냐 어떻게 ㅋㅋㅋ
혐오,재앙아 재앙아..
혐오,물타기가 정신병수준이네...문슬람탈출은 지능순~
혐오,정신병자 문슬람.
혐오,이 기사 댓글에도 겁나게 많네 문베충 댓글OOO 창ㄴ들 싹다 조사받고 잡혀가서 인실ㅈ당해라 제발
혐오,댓통령 문죄인 화이어~!
혐오,좌파탈출은 지능순이라 잖아~댓글 좌좀비들 떠들게 나둬~지들 모자른거 인정이니깐~
혐오,TV조선 이제 정신 차렸나요!거짓이 판치는 세상~민주당의 댓글 조작이 밝혀졌는데도 불구하고 이 글에 같은 시간대로 달려들고 있는 김경수와 조작단 3명의 친구들... 부끄럽지 아니한가?탄핵 전부터 다시 밝혀보자 TV조선~대한민국이 미쳐가면서 추락하며 꺼져가는게 보이지 않는가!추미애 박영선 어디서 뭐하나! 큰소리 쳐야하는거 아닌가? 김어준 뭐하나?닥달질하고 갑질해야지.. 참 웃기고 있네~왜 더불당 조용한가? 지들이 하면 잠시 수그러들 때까지 잠수하는건가? 우야먼 좋노~ 우파를 죽이려다 부메랑이 되어 니들이 죽게 되었지 빨갱이들
혐오,더라운 전라도 좌좀 ㅅㄲ들..과거 보수도 댓글 공작했다만 좌좀들 처럼 상대방에 뒤집어 씌우려 역공작은 안했다. 비열하고 저열한 ㅅㄲ들..하긴 적백내전 국공내전 베트남전때도 빨갱이 ㅅㄲ들이 역공작으로 상대를 엿먹였지..ㅋㅋㅋ역사는 거짓말 안하지...빨갱이 답습하는 좌좀들 ㅉ
혐오,이러면서도 김경수가 발뺌을 하네 뻔뻔한 좌좀 새끼들
혐오,이런 기사도 쉴드치는 문베충과 종북좌빨들.어디까지 가나 두고보자.김기식도 쉴드치는 쓰레기들.
혐오,문슬람들 댓글 점령했네
혐오,문베충 달창아 기쁨조 자발적으로 하니 좋지 니들이 내로남불 자체 아녀
혐오,문슬람홍위병들주약먹고 구르는구나
혐오,문제인 찍었는데 다시 찍고싶다 무릎이나 팔꿈치로 이제서 그너미 감성에 속아억울하다
혐오,남쪽좌좀들쥐새끼들이...총동원 됐나보다..지령 내려왔나보다
혐오,문슬람 ㅋㅋㅋㅋㅋ지들 인정하기싫은건 아니라고 발뺌하지? 베댓봐라 가관이네 ㅋㅋ 보수가 애초에 순진하고 착한거였네 인정할줄 모르고 발빼하는 좌파를 보니
혐오,대한민국 현존 최고의 사이비집단은 문슬람이다
혐오,문빠 출동했네 니들이 설쳐도 진실은 밝혀진다
혐오,문빠 양념단. 오늘 총출동 우리 두목을 지키자.경찰아저씨들 ....이놈들만 조사하면 됩니다
혐오,좌빨 언론에 비해 그나마  조작 페미언론 보다 낫지 .
혐오,여기 썩은 개돼지종자들 득실득실하내 역겨운 말종백정종자들 문슬람 노빠 좌좀쓰레기들
혐오,대선이전으로 거슬러올라간다니... 저 3명외에도 김경수가 사주한 민주당 조작당원들 많을듯 .. 조작으로 당선된 문재앙ㄷㄷ 대선때 문재앙빼고 타후보들은 엄청난비방과 악플추천조작에 시달렸다! 심상정까지 문재앙 편 안들어준다고 까였었지 문슬람들 역겹네
혐오,대선이전으로 거슬러올라간다니... 저 3명외에도 김경수가 사주한 민주당 조작당원들 많을듯 .. 조작으로 당선된 문재앙ㄷㄷ 대선때 문재앙빼고 타후보들은 엄청난비방과 악플추천조작에 시달렸는게
혐오,더듬어 민주당의 내로남불.내주변엔 지지하는 사람이 딱 한 놈
혐오,"빼박이네요 최악입니다. 더불어 더듬어당에 이어서, 더불어 조작당이네요."
혐오,문재인쓰레기 더불민좆당 문슬람 노빠 좌익개돼지 쓰레기들 여기서도 댓글알바 조작 풀어놔내 역겨운말종들
혐오,달창들 양념 치러 몰려왔지만 화력이 부족하네? ㅋㅋㅋ
혐오,"문죄인 복심, 친구 주변이 다 문제네."
혐오,드디어 문죄인 여론조사가   뻥임을 알리는구나  댓글선동 하여 부풀리는  김경수가  뭔 경남지사  출마한다고 사퇴해라 선동자놈
