label,text
혐오,자신마저 속인 혼이 담긴 구라를 치는 문재앙
혐오,어짜피 들통날 거 뭐하러 그리 애써 아닌 척을 했대?? 인생 그렇게 살지마라~ 입만 열면 쓰레기가 쏟아지니..... ㅉㅉ
혐오,또라이 문재인 새끼
혐오,저새끼 국민이 불같이 화내고 끌어나려야함
혐오,이게 사람새끼냐?
혐오,문가이놈은 거짓말쟁이 선동사기꾼 좌익빨갱이임 이적죄로죽여야함
혐오,문재앙 모가지 따야함.. 미췬 치매... 노인 샊이
혐오,문정은이랑 대깨문들이랑 묶어서 화형해야한다.
혐오,광우병걸린 삶은 소대가리 문쩝쩝은 정신병자 치매맞은듯 ㅋㅋ
혐오,문구라 고자 맞네
혐오,이 정권 사람들의 언행은 전 국민 특히 자라는 아이들에게 엄청나게 왜곡된 도덕심을 교육시키는 중.
혐오,"세월호 세모그룹 파산관재인도 문죄인, 웅동학원 파산관재인도 문죄인~~ 파산관재인으로 여기저기서 꿀을 빤 모양이네, 희한하게 문죄인이 엮인 곳은 죄다 재앙을 불러들임~~"
혐오,재앙아 우리는 너의 무능함보다 우리를 기만하는 그 뻔뻔함에 더 화가 치밀어오르는거야 이제 그만하고 내려와라 너 버티다가 진짜 국민의 손에 인생마감한다...
혐오,돌아이 세키네 문재앙
혐오,문재앙 이 개 OOO식
혐오,국민한테 욕쳐먹을까봐~거짓말 한거냐? 하여튼 좌빨들 하는말은 전부다 거짓말@
혐오,기록할거나있는지  모르겟네  개똥이나 기록할련지
혐오,국민들은 대통령과 귀족꼴통좌빨정권을 더이상 놔들수는 없다.!!! 국민과 언론에 가짜뉴스를 유포한다더니 가짜뉴스의 진원지가 청와대와 좌빨들이 주범이 아닐까.?!!! 대통령과 조국 좌빨들은 하나같이 모르고 사실이 아니고 법적으론 문제가 없다고 선전선동에만 열을 올리고있다.!!! 침묵만으로는 쓰레기 정권을 무너트릴수는 없기에 행동하는 양심으로 좌빨정권의 몰락을 위한 행동에 적극적으로 동참할 것이다.!!! 사악하고 추악하고 극악무도한 쓰레기 보다도 못한 시궁창같은 정권아.!!! 양심도 도덕도 윤리의식도 없는 국적미상의 좌빨정권.!!!
혐오,아이고 지무덤 지가파고  들어갈날만기다리는새끼네  ㅋㅋ 미친 문재앙 지랄도정도것해야지  세상살다보니 진짜 이런대가리 빠가새끼는 처음보네
혐오,문죄인한테 배워서 조국이 저러는구나...
혐오,ㅎㅎ 원래 예산안편성은 대통령이 주재하는 국무회의 서 땅땅 의결해서  국회로 보내는구먼. 좆선 참 말 삐리하게하네
혐오,구라가 생활...좌빨들!!!
혐오,미친 소대가리! 면상 20000대 후려치고 싶다 😡 내 나라를 위해 광화문으로 갑시다. 광주에서 가족들과 KTX 타고 올라가려 합니다. 침묵과 방관은 역사의 죄인이기에! 매국노 문재인 탄핵!
혐오,믿고 거르는 좃선
혐오,그래 다 해쳐먹어라 공산당 ㅅㄱ들아아 ㅅ반 왜 저런 ㅂㅅ이 대통령이야?
혐오,절라도 새끼들은 양심있으면 절라도새끼로 태어나서 죄송하다고 사과부터해라
혐오,이정도면  차라리 치매가 났지.. 알고도 그런거면 진짜 쓰레기다..
혐오,대통령세끼가저모양이니 나라가잘되겠냐?오늘이다.끌어내어뒤주에다집어넣자!
혐오,완전 사기 아니면 치매 문재앙
혐오,문어벙이의 구라에 이제 속을 국민들은 각종 좌빨연합체들..그리고 전라도넘들 밖에 더있냐...허구헌날 속 는 넘들이 문제지...
혐오,500조원중 예산의 일부라 몰랐다는데 모든 사업이 예산의 일부지...더구나 문죄인이 하고 관련된 사업을 보고 안했다면 직무유기거나 죄인이가 치매왔던가 둘중 하나겠지
혐오,국민은 문재앙 대가리를 방망이로 두들기고 싶다.
혐오,김종인이 괜히 문재앙하고 나눈 대화는 녹음해놔야한다고 했을까 ㅋㅋㅋ 좌좀새기들이 치매노인 대통령 만든거 아니면 구라가 입에달린놈이란거지 ㅋ
혐오,"아랫것들이 시키는대로, 주는대로 대충대충 방망이질 해서 넘겨서 난 모르것소~~내기록관이 거기 있는줄은 꿈에도 몰랐지라~~ㅅㅂㄹ"
혐오,좆선일본 이새끼들 이젠 안되니까 아무 기사나 던지면서 발악하고있네. 니들이 어떤 수준인지 이미 밑바닥까지 드러났는데 아직도 정신못차리고 선동해보려는 꼬라지보니까 참 애잔하다 ㅋ
혐오,시리>문재앙
혐오,경상도 문원숭이 경상도 조련원숭이 뽑아놓고 우끼 우끼  라도원숭이  조선시대 처럼 또 이용당하는 빨강이 원숭이들  라도원숭이 또 경상도 문원숭이 조련원숭이 에게 이용당하네
혐오,뭘 무슨말인지 몰라 달창들아 니들 주인이 방망이 두드려서 통과시켜놓고 비판여론 나오니까 안했다고 화냈다는 내용이지 구라 좀 그만 치라고
혐오,문구라  조구라ㅜㅜ
혐오,입만 열면 눈알 굴리면서 가짜뉴스를 양산하는 치매걸린 양반이 청와대에 산다는 것이 이 시대의 재앙이다.
혐오,저것들 대가리 속에는 도체체 뭐가 들어 있을까국민을 위하는척  하며 북한 도와주고 평화를 외치며 휴전선 허물고 감시 못하게하고 비리 투성이들 장관시키고~~~끝이 없을듯
혐오,좃선일보 아니 조선이란 이름이 아깝다 맘같아선 니뽄일보라 부르고 싶다
혐오,ㅋㅋㅋㅋ 문어벙 쑈. 가짜뉴스라고 지시한적 없다더니  개문어벙 어벙어벙한 면상뒤에 숨겨진 뻔뻔하고 교활한 속내는 어쩔수없구나
혐오,좌빨의 무능과 무지 그리고 무모함이란. 뒈x 질때 깨닫는다니까. 병c  신새끼들!
혐오,종놈 문쩝새의 성깔을 왜 국민들이 받아야하는가?
혐오,510조    예산을  대통령이   전부    봤다는  좆선  니들   부자가 장자연거시기    빨던시절이  그립냐
혐오,좌빨답게 혈세30억을 푼돈 취급하면서 물타기 ㅋ
혐오,쓰레기    세      끼네
혐오,"국민에게 보조금 몇푼 던져주고 개돼지로 만들고 ....자기들끼리 요직, 관급공사, 주가조작으로 싹쓸이해 쳐먹고, 지새끼들 로스쿨, 의전원 다 해쳐 먹고 ,....림종석, 문재앙 지새끼들 시카고 ,뉴욕 초 호화유학.. ..더 이상 못 참겠다....오늘 3일 전쟁이다. 13시 광화문에 저 위선자 조국, 문재앙 목따러 1000만 국민 결집한다...저 놈을을 끌어내라지 못하면 우리가 죽는다...."
혐오,치매틀딱새끼ㅋㅋㅋ
혐오,쓰레기들 문재인 조국 유시민 이인영 이해찬박영선 김상조 박주민 탁현민 표창원
혐오,뭉재앙이 지넘이 결재한거도 까먹은거
혐오,결국 장군님의 발자취를 쫓는 삶은 소대가리다 간나새끼 니가 아무리 발악을해도 장군님처럼 위대한 인물은 될 수 없다
혐오,김대중.노무현이  아무리  못해도  나라까지  망하겠냐라는  생각은  한번도  안  해봤는데  문재앙  이색희는  나라를  베네수엘라처럼  말아  쳐먹을수도  있겠다라는  생각이  든다...어서  끌어  내리자
혐오,핵대중 뇌물현 문죄인 좌좀 3쓰레기가 나라 다 망가뜨려놨구만
혐오,예산안에 있었다해도.. 8000개나 되는 항목 대통령이 알겠나? 자한당과 조작전문 좃선이 원하는 대통령은 그런 실무자?
혐오,가증스런   뻔뻔함   나라세금 경제 안보  2년만에   시원하게 말아먹은 사기꾼   문재앙   국민을 개무시하고 조롱하는 사기꾼 문재앙
혐오,ㅋㅋㅋ 좆선아!!니들한테 휘둘릴만큼 멍청한 국민들이 아니거든..틀딱들한테나 통할 주작질을..왜구찌라시...
혐오,대한민국의 암적인존재 좌빨들
혐오,미ㅊ ㄴ이네 대통령이 무슨 세금써서 지가하고싶은대로다해놓고 언플하냐ㅈ 저러니 좃국하고 세금으로 나눠먹기했다고해도 다 여론조작하고 언플해서 덮을꺼아냐
혐오,조국도 문재인도 그렇고 좌빨들은 죄다 civer 어제 자신이랑 오늘의 자신의 인격체가 다르냐?  본인이 찬성해놓고 갑자기 왜 화를내?
혐오,욕도 아깝다 ㅡㅡ쓰레기
혐오,북한 미싸일 쏴도 반응도 없는새키가 불같이 화를 내고 지랄이야 등신같은게 나가둬지세요
혐오,ㅈ선 거리는 OOO 그럼 니들이 조사해오던가ㅋㅋㅋㅋㅋ뭔 ㅅㅂ
혐오,"제목보고 눌렀다가 보니역시 좃선 색희네....에이 C바 낚였다!!좃선 이 역적놈들아, 하늘이 무섭지 않느냐????"
혐오,이 새끼는 뭘 자꾸 불같이 화를내ㅋㅋ 분노조절장애냐?
혐오,네이버 검색기능 똑바로 해라지들 맘에  안드는건 최신순 이냐앞잡이같은 쉐퀴들
혐오,쓰레기 범죄자 문재앙 탄핵뿐이다
혐오,미국가서 세상푸대접 받고오는 OOO같은 새끼가 아가리만 열면 온갖거짓말이나 해대고 그것도 모자라서 조국이나 싸고도는 OOO..
혐오,"좋아요 547  화나요 33,334 이것만봐도 민심이 어떤지는 알텐데 댓글부대로 막는다고 고생많다. 이니와 민주당패거리들아 ㅋㅋ 너네들이 ㅂㅅ인건 알겠는데 국민들 지역감정이용해서 총선때 전라도 몰표받으려고 머가리 ㅈㄴ게굴리네. 지역을 떠나서 민주당 아웃이다. 퉤퉤퉤~~!!  이게 너희 작전인거 알고 있다"
혐오,지가   한  일이   뭐   있다고    기록관을    만드냐?   좌빨들아    니네들만    돈모아    기로콴이든    동상이든    채려드려라     최악의    대통령으로     국민    낯  뜨겁게    안든  것도   부족해    우상화?    장난하냐?   경제     개OOO   내놓고    미친    돈지랄    하는    극혐좌빨
혐오,똥을 똥이라해도 믿지 못하는 무개념 문빠들아!! 도대체 뭣이 중현디?문씨가 죽으라면 죽을겨? 죽을거 아님 제발 좀 인정할건 하자!! 그게 니덜이 야그하는 정의롭고 공정한 나라 아녀!!!!
혐오,진짜 끝판왕이네 ㅋ 진짜  정신병자수준
혐오,문벌구를 넘어서서 그냥 문재앙은 거짓말 그 자체인듯양심이 1이라도 있으면 절대 저렇게 행동못함고로 문재앙 no양심 not human
혐오,🐕 만도 못한 틀딱 일베충 토착왜구 인간말종 3종 종합 적폐 선물세트 새키들아 제발 양심이 있으면 입 처 다물고 가만히 있어라 적폐 티 내지 말고. 개천절날 비에 홀딱 젖어서 백날 소리 질러봐라 어차피 국민의 목소리를 대변하지도 않는 것들이
혐오,쑈팔이 새끼들
혐오,좃국같은 시끼
혐오,역시 쓰레기  조옷선..ㅋㅋ친일왕에 충성맹세나 하는 쓰레기들이이젠 시원하게 개소리를 하는구나..OOO!
혐오,이1팔 빨갱이 새뀌들
혐오,방망이가 밤에만 쓰는줄로 알았답니다. 문치매가
혐오,거짓말쟁이 문죄앙
혐오,좆선은 믿고 거릅니다좆선 소속 기자들은 양심은 있으려나 ㅎㅎ
혐오,지주제른모르는문죄인  국민들은불행하게만드는대통령  살날보다 죽을날이가깝습니다  바르게사세요
혐오,이게 진짜 사람새끼입니까 뭐 이런게 다 있는지
혐오,만 50세 이상은 네이버 댓글을 금지 시켜야 돼. 국민들은 틀딱들 생각 따위 하나도 안 궁금하거든
혐오,혼자서 못하는걸 알기에 밑에 사람을 잘 두어 하는건데 밑에것들이 썩은애들이니 먼들 제대로 되겠냐...밑에 애들 썩은 애들만 골라서 나라를 운영하는것도 재주다. ㅂㅅ 먼가를 받은게 있다고 썩은애들에게도 보은해주니 나라가 잘되겠냐?
혐오,한심하고. 천한새끼
혐오,♥문재인:나를 비난하시오/전부 내게 덮어 씌어요 ★윤석렬: 오! 노우! 절대로 그럴 수 없습니다 ♥난 대한민국의 선량한 국민들을 위해서라면 그럴 수 있소... ◎힘들게 걸어가심...◎ ★휴... 왜 저렇게 힘든 길을 택하시는지... ●순수한 어린이:왜 세상이 대통령 할아버지를 손가락질 하나요? ★우리가 비난하기 때문이지 ●잘못한 게 없잖아요? 흑흑(눈물) ★지금은 적폐청산이 안돼서 그렇단다~ 하지만 그는 묵묵히 우리를 지켜주고 빈틈없이 보호해 주는~ ☞다크나이트☜란다!!!!!!! 대한민국 파이팅! 오늘도 감사히~~~!!!
혐오,허수아비인게 들통났네 ㅋㅋ 맨날 써준거 읽고 뭔 내용인지도 모르고 방망이만치고 수조원짜리 예산 통과시키고 예산 끝 ㅋㅋㅋ 월급은 왜 받냐?
혐오,빨갱이들은 왜 이런 기사에는 코빼기도 안보이는 거죠?느그들도 존나 쪽팔린건 아는 갑소? 더럽고 역겨운 좌빨님들아?ㅋㅋㅋ
혐오,숨 쉬는 것 빼고 다 구라인 새끼 ㅋㅋㅋㅋ 그 방망이로 쩝쩝이 머리통 치고 싶다!!
혐오,모지리세키 그럴줄알았어 이세키들은 무조건 모른다 하면 끝이야
혐오,조또
혐오,서초동 집회 보니까 좌빨들 다 씹틀딱 ㅋㅋㅋㅋㅋㅋ 맨날 틀딱거리면서 정작 자기들이 씹틀딱이었죠?~~~~
혐오,화를냈다?그걸로 은근슬쩍 넘어가려고? 문죄인은 헛똑똑이라서  털면 그냥 내놓게되어있다.
혐오,"어휴 십.알 진짜 정신감정 받아봐야하는거 아님?달.챵.련들아..느그 댓통령 존나 이상한데? 지는 지시한적 없다는데 사실로 들어난건 방망이 두둘겨서 예산 통과 시켰다는데? 걱정 안되냐,? 빨갱이들 수령님인데? 니들이 진짜 걱정 된다면 진지하게 ..걱정되니 나라 세금으로 하더라도 정신감정 치매인지 치료좀 받자고 히자.."
혐오,문재인 치매 틀딱좀 그만 봤으면 좋겠다
혐오,문죄인 갈수록 쓰레기로 변하네
혐오,거짓말쟁이~~~문재앙
혐오,기록관 세우는데 돈 많이 드는건 쌉인정. 안에 화장실 몇개를 만들어야 1일1재앙을 표현할 수 있을까???
혐오,"난 솔직히 불평불만 하는 애들 이해가 안간다. 경기는 그 어느때보다 호황이고 외교도 국격이 그 어느때보다도 높은데 틀딱, 일베충들은 왜 이렇게 심하게 질투하고 비아냥 거리는걸까? 하루라도 적폐 티를 안 내면 불안해 죽겠는지? 과반이 넘는 국민들이 문재인 대통령 지지하는게 부정할 수 없는 현실인데 악플 싸질러놓은거 읽어보면 마치 지들이 국민 대다수의 의견을 대변하는마냥 써놓더라. 극우 친일 또라이들"
혐오,재앙아 치매걸린게 확실해 보이는데  그만  부엉바위에서    self kill해라
혐오,입만열면 거짓말이네 이 씨2121222발12121새212121222끼를 쳐221212죽이고싶다
