label,text
혐오,쉽지 않겠다. 능력도 갖춰야하고 누가 후보자로 나서겠냐! 검찰새끼들이 또 사돈에 팔촌까지 뒤지는데 아 식빵 진짜
혐오,닥치고 내려와라 니가 있을 곳이 아니다. 조국 입장문도 구구절절 역겨웠거든. 너도 역겨운 소리 그만하고 꺼져라 ㅗㅗ
혐오,"썩을데로 썩어빠진 문재앙과 더불당놈들, 유시민 신라젠 사건이나 조사해라. 검찰이 대통령이 임명하니 이런 사태가 계속 나올수 밖에. 검찰총장과 대법관 국민 직선제로 하라 !!!! 대통령이 임명하는 공수처장 반대 !!!!"
혐오,대통령님 수고가많으십니다  정신병자들과 말도 안통하고  그래도  미친개들이니까  이해를 하시고 화이팅 입니다  닭대가리 이명박 두 연놈을 사형시켜주십시요
혐오,"니가 말하는 검찰개혁은 선진국에 유례가 없는 공수처를 만들어 검찰수사를 맘껏 방해할수 있고, 정권의 성골 진골은 건들지도 못하게 하갰다는 거 아니냐? 그게 중국 공안이고 KGB지 뭔 얼어죽을 검찰개혁? 개소리 말고 조국과 같이 빵애나 가라."
혐오,애국 국민님들의... 최후의 칼날은...!!! 희대의 개에 사기꾼 대마왕... 조국늠의 그 불근 중심에 서 있는 ...!!!  반역도 문재앙늠이다...!!! 놈을!!!... 잡아다 메간지를 츠짱카... 반드시 참ㆍ수를...!!! 하고... 자유대한민국의 대혁명을...!!! 완수하자...!!!
혐오,울집에 뽀삐 라는 강아지가 있는데여 문제인 대통님 께서 공정을 얘기 하신다고 하니까  뽀삐가 우하히히 하면서 뛰고 난리네요  왜 뽀삐가 안하던짓을 할까요?  그거참..
혐오,개구라 공정도 정의도 없는 불통의 문죄인 문재앙
혐오,그만하는게 좋지않겠어? 그동안 뭘했는데? 개혁? 대깨문 모아서 이제 보복하려고?
혐오,이제는 무능력한 대통령 탄핵이 우리나라 살 수 있는 길이다. 이제 문빨만 끌어내리자
혐오,문죄인언제사퇴하나
혐오,검찰개혁은 문죄인이 퇴임후 처벌받지 않게하려는 잔대가리
혐오,공정이래ㅋㅋㅋ 저새끼진짜
혐오,진정한 검찰개혁은 살아있는 권력에대한 공정한 수사입니다! 제가 본 이래로 제일 잘하고있는데 무슨? 아직도 대깨문들한테만 메세지를 던지네 이 양반!
혐오,뚱딴지 깉은소리 고만 씨부리고 청와대나 개혁해라  일잘하는 검찰 고만 괴롭히고 문제인 니나 잘해라. 니 할줄아는게 뭐꼬....
혐오,허구선날 핀트가 어긋나는 말씀만 하시네요~ 한나라어 지도자가 국론분열시키고 니편내편 나눠서 숙청이나하고 이상한 사회주의법안만 만들고~ 이 좁은 국가에 통합도 못하면서 오직 북한과 통일이야기하는데 국론이 통합된후 그런소리 하세요. 위에서 급박하고 국민 죽이는 연습만 하는데 자국 대통령은 반대파 제거와 국민들 급박만 하고 있으니 참 한심한 분이네요. 차라리 국방안보 경제에 식견있는 사람 제대로 고용해서 수렴청정 하시고 고요히 내려오세요.
