label,text
혐오,내로남불 정권 내려와라 문재앙
혐오,윤석렬 사퇴시키고 조국보고 검찰을 청와대 하수인 시켜서 다음정권도 민주당 시켜야합니다 그리고 조국이 차기 대권 주자라고 확실히 밀어주셔야합니다. 그래야 역사에 길이길이 남습니다
혐오,역시.. 좃선일보!~~ 악의적 프레임!~~
혐오,나쁜선례를 남기는군 문죄인 ~치매아니면 저런짓못하지 ㆍ나쁜사람
혐오,문재인 내로남불ㄷㅅㅂㄱ
혐오,이새끼 대통령으로 인정 안 함
혐오,OOO새끼.  김정은의  행동대원 확실합니다.10월3일  좌파 대통렁탄핵하러  광화문으로 모입시다
혐오,이 치맷노인 갈아엎어야 대한민국이 공산화로부터 막을수 있습니다 좃국아웃 더불어거짓당 아웃 비정의당 아웃
혐오,짐승만도 못한 쓰레기 새ㄲ.. 좌파넘들의 일치된 자기모순..
혐오,쓰레기 같은 기생충들 때문에국격이  살살 녹아  아프리카 수준으로  떨어  지겠네
혐오,구린내 풍기는 신문 내용은 재대로 없고 지들 입맛대로....쓰레기도 아깝다불싸질러 태워버려야 한다
혐오,그래서 문재인은 좌빨  개10🐦끼
혐오,완전 사기꾼 좌파 빨갱이들
혐오,내로남불  조로남불
혐오,문제인  본인이 그런말한거  기억이나할까요법도  세월따라 바뀌나보네오ㅡ한나라윽 대통령이  우째 자기좋은되로   행동하는지  한심합니다
혐오,쩝쩝이는 개념이 뭔지 모름 벌레임
혐오,좃선일보
혐오,조금만 참자 이또한 지나가리라 기다려라 문제인 국민의 준엄한 심판을
혐오,경제살리고 젊은이들 취업난이나 걱정해라 퇴임후에 박근혜 옆방갈까봐 무서워서 검찰 약화시키려는거 다보인다  한입으로 두말하는 문재인 조국쌍둥이네 말만 정의이지 국민여론도 무시하고 조국이 장관이니까 조사 살살하라고 이 나쁜놈아 너도 퇴임하면 감방보내주께  입만열면 국민 국민  말만 그럴듯하지 나라 꼴엉망이다  정직한 사람들에게 상처주고 온갖특권 누리고도 착한척 한 악마조국 양심없는 거짓말장이는 즉각 사퇴하라
혐오,좃선은  우리나라 그것도  남한   그것도 옛백제와 옛신라의   끊임없는 대결과 내분을  조장하는  사이비 언론입니다  한마디로  우리 내부의  주적  ㅡ암덩어리입니다
혐오,내로남불 끝판왕 좌빨들의 선동 및 분열 정책 개 돼지 문빠들   이제 정신 차려라 니들이 개 돼지라 여기는 국민들 이제 속지 않는다
혐오,이새뀌 귓망방이 한대 갈겨주고싶다.
혐오,쩝쩝아 너도 하는 꼬라지 보니까 멀지 않았다. 준비해라.
혐오,대가리가  깨져도  문구라.    저 짝 동네  아니랑께
혐오,남이하면불륜 내가하면 로맨스지 이내로남불재앙~~
혐오,ㅋ 좃선  그냥  좃선인줄  알았다.     이런기사  내지 말고  빵씨   나   김학의  젓질   사건 의혹 보도나  내보시지  역겨운것들  언론도  아닌것들이  언론  형세 하는것 보면  토나온다
혐오,미쳐가고있는   재앙   세치혀  잘놀린다정권바뀌면  가즈아 형무소  1순위
혐오,"문치매,문어벙, 문쩝쩝,문재앙!"
혐오,쓰레기언론사 국민을 바보로 생각하는구나
혐오,재앙이 이중성에 토나온다
혐오,역겹다...  문재앙!!
혐오,머리가 어찌  돌아가나  진짜 노인병에 걸려는가 진짜 정신병자건가  아님  거짓말쟁이 거짓과위선이 쌓이는것이 혼자만 모른척 한다
혐오,국민이 우습제 니가 왕이다 모지리야 칼차고 있을때 맘껏 휘둘러라 칠푼이 우리나라가 망해도 조국이놈만 끌어 안고 가라 ㅂㅅ 칠푼이 화풀이 대상은 윤총장 꼴 같잖은 자리에 앉아서  지가 임명해놓고 총질하며 회풀이 하고 지랄 니도 그자리가 멀지 않았다 자랄하고 자빠진걸 보니
혐오,김정은이  따라하는(?) 문죄인 령도자. 황제놀이에  푹~빠진  남쪽대통령. 조국과함께  개판대한민국을  만드소서~!!!
