label,text
혐오,내로남불 정권 내려와라 문재앙
혐오,나쁜선례를 남기는군 문죄인 ~치매아니면 저런짓못하지 ㆍ나쁜사람
혐오,이 치맷노인 갈아엎어야 대한민국이 공산화로부터 막을수 있습니다 좃국아웃 더불어거짓당 아웃 비정의당 아웃
혐오,그래서 문재인은 좌빨  개10🐦끼
혐오,완전 사기꾼 좌파 빨갱이들
혐오,내로남불  조로남불
혐오,문제인  본인이 그런말한거  기억이나할까요법도  세월따라 바뀌나보네오ㅡ한나라윽 대통령이  우째 자기좋은되로   행동하는지  한심합니다
혐오,쩝쩝이는 개념이 뭔지 모름 벌레임
혐오,조금만 참자 이또한 지나가리라 기다려라 문제인 국민의 준엄한 심판을
혐오,내로남불 끝판왕 좌빨들의 선동 및 분열 정책 개 돼지 문빠들   이제 정신 차려라 니들이 개 돼지라 여기는 국민들 이제 속지 않는다
혐오,대가리가  깨져도  문구라.    저 짝 동네  아니랑께
혐오,"문치매,문어벙, 문쩝쩝,문재앙!"
혐오,재앙이 이중성에 토나온다
혐오,역겹다...  문재앙!!
혐오,김정은이  따라하는(?) 문죄인 령도자. 황제놀이에  푹~빠진  남쪽대통령. 조국과함께  개판대한민국을  만드소서~!!!
혐오,난 문제인 대통령이 정의  공정   이런거는 잘할꺼라고 믿었었는데  이해도 안되고
혐오,문적문 가지가지 한다
혐오,문재앙 매국노 색기가 정권잡고 점점 살기 힘들어 지는데 누가 이쌔끼를 지지하지?  골빈 OOO들인가 ㅋㅋㅋ  살기 힘드네 이게 나라냐!  안그래? 대깨문 달창 홍어 밑빠는 늠들아
혐오,다수 국민들이 죄국이와 죄앙이를 참수 시키기를 바란다.  자꾸 조작질 해봤자 내년 총선 내후년 대선에선 뽀록난다.가증스런 씹것들아
혐오,"문통 뽑은넘 살인하고, 매스컴 한번 탈가? 살인동기: 문죄인 뽑아서 죽였고, 또 내 앞에서 문죄인 뽑았다 하면 번복 살인 의향 있다. 라 인터뷰 하면서 말이지."
혐오,빨갱이제거용 휴대용 죽창 팔아볼까. 불티나게 팔릴 듯.
혐오,길에서 문빠 만나면 처 주겨버릴거 같다.
혐오,국민을위해 정치하는게아니고 지들 기득권을위해 정지함ㅋㅋㅋㅋ 그 어떤 미사려구로 포장해도 좌좀은 역시 좌좀일뿐ㅋㅋ
혐오,적어도 촛불정권이니 다를 줄 알았다 적어도 국민의 특별한 힘으로 대통령을 만들어 주었으니 잘할 줄 알았다~~문죄인이 다르긴 했다 적어도 다른 정권보다 더 철면피요 오기로 가득찬 정권이였다 그 소수의 열성 지지자들은 미친들개요 그야말로 약 먹고 죽기 직전의 그 모습 그대로였다~~정말로 나의 모든 상식과 가치관마저 상실한 비참하고 참담한 2019년 9월이였다
혐오,문대갈 뽑은 늠들 다 주기고 싶다.
혐오,원래 좌빨들은  그때그때 다른거 같다~~내로남불  위선자들
혐오,문산당은 그때그때 지령따라 다르지라내로남불 비열극치 적반하장 인면수심 좌좀본색 문산당은 반역집단 빨아대는 대깨문과 참수만이 해답이다 국민 대 문산당 힘냅시다 대한민국 총력투쟁 대한민국
혐오,죄인아 죄인아 언제 인간될란가
혐오,문재앙 저건 저게 사람새긴지 짐승새긴지 똥이란 똥은 다 싸놓데 무능한 틀딱충
혐오,안철수의 예언..문구라의 처신을 어찌 그리 잘 적었는지.. 국민들께 진보 좌파의 더러움이 알려지고 끝날때쯤  넌  저 세상으로 갈거라 봄..그때가 얼마 안 남음..
혐오,문적문 조적조
혐오,개ㅅㄲ. 문재앙
혐오,조국조 문적문 ㅋㅋ 좌파들의 주장은 늘 스스로의 말에 의해 부정되고 발목을 잡힘
혐오,소수의  좌빨이 왜곡 선동으로  나라 뒤집힌나라 만음
혐오,공산당원 문제인 탄핵가자  이넘은 인권 ㅈㄹ하면서 북한옹호하고 나라증진에 관심1도없고 놀러다니고 휴가받으면서 피해만끼치는 놈이다
혐오,"ㅋㅋㅋㅋ 좌빨 지식인들의 적은,자기자신의 지적 잉여물이네.. ''좌지의 적은 자지''라더니...자지끼리 부대끼고 있으니...ㅉㅉㅉ"
혐오,"달창새끼들 끽소리도 못하고 병걸린 닭새끼마냥 좃선일보,,,좃썬일보,,,토착왜구,,, 이지랄밖에 못하네 븅|신년들 ㅋㅋㅋㅋㅋㅋㅋ 니새끼들의 기승전 기레기타령 언론사 타령 선동질이 더이상 먹힐거같냐? ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
혐오,혐오스럽고  문제인  사람을  평생  처음 본다.
혐오,"문재앙, 좃국 표리부동하고 이중인격, 인면수심, 무식한 족속들 밤길 조심해라"
혐오,문재앙 사형
혐오,야 이 홍 어 새끼들아 외눈박이 진영 논리로 사니까 좋냐? 민주시민으로 살어? 좌빨로 사니 그리 좋디?
혐오,참 뻔뻔한 내로남불에 표리부동하네..  하긴 이 정귄에 언제 정의가 있었고 국민이 있었나? 그저 그냥 대깨문으로 총칭되는 문빠들만 있었고 그들만을 바라보며 정치를 하니 나라 꼬라지가 이 모양이 이 꼴이지.. 내가 육참총장이라면 그냥 확.. 에휴~ 문재인 저 인간만 보면 그냥 한숨만 나온다.ㅉ
혐오,문재앙   거짓말로  나라를  망치고 있는  사기꾼 문재앙 ㅡㅡㅡㅡㅡㅡㅡ  나라세금 2년만에 120조원  시원하게 말아먹은 사기꾼 문재앙 ㅡㅡㅡㅡㅡㅡ  갈곳이  어디냐  문재앙  조국
혐오,개재앙사망
혐오,조국과 박근혜가 같은가? 검찰이 다 털었는데도 깨끗하다는 것 증명했잖아 좃국아 너희는 왜 항상 나쁜 놈 편이냐.
혐오,나쁜놈 조국 = 문죄인. 진짜 이중성의 극치...
혐오,무슨 조중동 타령을 하고 있어ㅋㅋㅋ 문재앙 지가 한 말인데ㅡㅡ 토착빨갱이들 문프 지키려면 팩트를 가져와서 따져
혐오,"여기서 발악들을 하는구나~~흐름은 거스를수 없는거다...탄핵? 정권교체? 조국구속?빨갱이 타령, 이 덜떨어진 무지랭이들아~~될걸 들이대야 제대로 박힌 국민들이 납득을하지~~아직도 현실 부정이냐~ㅉㅉ"
혐오,역시 쓰레        기야. 문죄인 존        나 이중적 성격장애자. 저런자가 뭔 대통령이냐!! 너도 나중에 똑같이 당해라!! 퉤
혐오,좌빨들의이중성
혐오,"문재앙은 여적죄로 반드시 사형시켜야 국가가산다, 내로남불의 달인, 토나온다, 캭~퉷퉷."
혐오,문재앙이 그렇게 될날이 얼마 안남은듯
혐오,죄인이의 마지막 비명이다. 곧간다.북으로갈지 아수라로직행할지 보자꾸나
혐오,합죽이 쩝쩝이 훠훠아저씨 북돌이 문재앙
혐오,4050 진보대학생 틀깨문들의 현실예수 문재앙
